chr22	26000000	chr22	27000000	2
chr4	26000000	chr4	27000000	1
chr8	19000000	chr8	27000000	2
chr8	27000000	chr8	27000000	2
chr9	27000000	chr9	27000000	1
chrX	27000000	chrX	27000000	1
chr1	28000000	chr1	28000000	1
chr10	26000000	chr10	28000000	1
chr10	27000000	chr10	28000000	2
chr13	27000000	chr13	28000000	1
chr14	23000000	chr14	28000000	1
chr16	28000000	chr16	28000000	1
chr17	28000000	chr17	28000000	1
chr2	27000000	chr2	28000000	1
chr2	28000000	chr2	28000000	2
chr21	28000000	chr21	28000000	2
chr22	28000000	chr22	28000000	1
chr3	28000000	chr3	28000000	1
chr5	12000000	chr5	28000000	2
chr5	27000000	chr5	28000000	1
chr7	4000000	chr7	28000000	1
chr8	27000000	chr8	28000000	1
chrX	13000000	chrX	28000000	1
chrX	27000000	chrX	28000000	1
chr1	28000000	chr1	29000000	1
chr1	29000000	chr1	29000000	1
chr10	28000000	chr10	29000000	1
chr11	29000000	chr11	29000000	1
chr13	28000000	chr13	29000000	1
chr15	29000000	chr15	29000000	2
chr21	26000000	chr21	29000000	1
chr21	29000000	chr21	29000000	2
chr22	29000000	chr22	29000000	1
chr3	28000000	chr3	29000000	2
chr5	28000000	chr5	29000000	1
chr8	16000000	chr8	29000000	1
chr8	29000000	chr8	29000000	1
chr9	28000000	chr9	29000000	1
chr11	30000000	chr11	30000000	1
chr13	30000000	chr13	30000000	1
chr14	30000000	chr14	30000000	2
chr15	30000000	chr15	30000000	1
chr17	30000000	chr17	30000000	1
chr18	22000000	chr18	30000000	1
chr18	30000000	chr18	30000000	1
chr2	29000000	chr2	30000000	1
chr22	27000000	chr22	30000000	2
chr4	30000000	chr4	30000000	1
chr5	4000000	chr5	30000000	1
chr5	29000000	chr5	30000000	2
chr5	30000000	chr5	30000000	1
chr9	29000000	chr9	30000000	1
chr9	30000000	chr9	30000000	1
chrX	23000000	chrX	30000000	1
chrX	25000000	chrX	30000000	2
chrX	28000000	chrX	30000000	1
chrX	29000000	chrX	30000000	1
chr10	31000000	chr10	31000000	1
chr12	31000000	chr12	31000000	1
chr13	30000000	chr13	31000000	1
chr14	31000000	chr14	31000000	3
chr18	21000000	chr18	31000000	1
chr18	30000000	chr18	31000000	1
chr2	9000000	chr2	31000000	1
chr20	30000000	chr20	31000000	1
chr21	30000000	chr21	31000000	1
chr21	31000000	chr21	31000000	2
chr3	31000000	chr3	31000000	2
chr5	28000000	chr5	31000000	1
chr5	30000000	chr5	31000000	2
chr5	31000000	chr5	31000000	2
chr7	30000000	chr7	31000000	1
chr7	31000000	chr7	31000000	4
chr8	31000000	chr8	31000000	3
chr9	30000000	chr9	31000000	3
chrX	31000000	chrX	31000000	1
chr10	32000000	chr10	32000000	1
chr11	27000000	chr11	32000000	1
chr11	32000000	chr11	32000000	1
chr16	26000000	chr16	32000000	1
chr18	30000000	chr18	32000000	1
chr18	31000000	chr18	32000000	2
chr19	31000000	chr19	32000000	1
chr20	30000000	chr20	32000000	1
chr21	30000000	chr21	32000000	2
chr21	31000000	chr21	32000000	1
chr22	32000000	chr22	32000000	1
chr3	32000000	chr3	32000000	1
chr4	30000000	chr4	32000000	1
chr7	32000000	chr7	32000000	5
chr9	32000000	chr9	32000000	2
chr1	32000000	chr1	33000000	2
chr10	33000000	chr10	33000000	1
chr11	29000000	chr11	33000000	1
chr13	31000000	chr13	33000000	2
chr14	33000000	chr14	33000000	4
chr15	33000000	chr15	33000000	1
chr17	33000000	chr17	33000000	1
chr18	33000000	chr18	33000000	2
chr19	32000000	chr19	33000000	1
chr20	33000000	chr20	33000000	3
chr21	33000000	chr21	33000000	4
chr22	32000000	chr22	33000000	1
chr3	19000000	chr3	33000000	1
chr3	31000000	chr3	33000000	1
chr4	32000000	chr4	33000000	1
chr5	31000000	chr5	33000000	1
chr5	32000000	chr5	33000000	1
chr5	33000000	chr5	33000000	1
chr9	33000000	chr9	33000000	1
chrX	33000000	chrX	33000000	2
chr10	33000000	chr10	34000000	4
chr11	34000000	chr11	34000000	1
chr14	33000000	chr14	34000000	2
chr14	34000000	chr14	34000000	1
chr17	25000000	chr17	34000000	1
chr18	10000000	chr18	34000000	1
chr18	33000000	chr18	34000000	1
chr19	9000000	chr19	34000000	3
chr19	18000000	chr19	34000000	1
chr19	34000000	chr19	34000000	1
chr2	34000000	chr2	34000000	1
chr20	33000000	chr20	34000000	1
chr20	34000000	chr20	34000000	1
chr21	32000000	chr21	34000000	1
chr21	34000000	chr21	34000000	2
chr3	23000000	chr3	34000000	1
chr7	33000000	chr7	34000000	1
chr8	34000000	chr8	34000000	2
chr9	33000000	chr9	34000000	2
chrX	33000000	chrX	34000000	1
chr1	35000000	chr1	35000000	3
chr11	34000000	chr11	35000000	3
chr13	34000000	chr13	35000000	1
chr13	35000000	chr13	35000000	1
chr14	35000000	chr14	35000000	2
chr15	35000000	chr15	35000000	2
chr17	11000000	chr17	35000000	1
chr19	33000000	chr19	35000000	1
chr19	35000000	chr19	35000000	2
chr20	34000000	chr20	35000000	2
chr20	35000000	chr20	35000000	2
chr21	35000000	chr21	35000000	1
chr22	33000000	chr22	35000000	1
chr3	34000000	chr3	35000000	2
chr6	34000000	chr6	35000000	1
chr6	35000000	chr6	35000000	1
chr7	18000000	chr7	35000000	1
chr7	35000000	chr7	35000000	2
chr9	27000000	chr9	35000000	1
chr9	35000000	chr9	35000000	1
chrX	33000000	chrX	35000000	1
chrX	34000000	chrX	35000000	1
chr1	35000000	chr1	36000000	1
chr10	20000000	chr10	36000000	1
chr11	30000000	chr11	36000000	1
chr11	36000000	chr11	36000000	1
chr14	35000000	chr14	36000000	1
chr15	35000000	chr15	36000000	1
chr15	36000000	chr15	36000000	1
chr17	35000000	chr17	36000000	1
chr17	36000000	chr17	36000000	1
chr2	2000000	chr2	36000000	1
chr2	3000000	chr2	36000000	2
chr20	36000000	chr20	36000000	2
chr21	35000000	chr21	36000000	2
chr3	34000000	chr3	36000000	2
chr3	35000000	chr3	36000000	3
chr5	35000000	chr5	36000000	1
chr6	35000000	chr6	36000000	1
chr6	36000000	chr6	36000000	2
chr7	33000000	chr7	36000000	1
chr8	35000000	chr8	36000000	2
chr8	36000000	chr8	36000000	1
chr9	36000000	chr9	36000000	1
chrX	36000000	chrX	36000000	3
chr1	35000000	chr1	37000000	1
chr1	37000000	chr1	37000000	1
chr11	35000000	chr11	37000000	2
chr11	36000000	chr11	37000000	1
chr12	37000000	chr12	37000000	1
chr13	30000000	chr13	37000000	1
chr13	37000000	chr13	37000000	2
chr18	21000000	chr18	37000000	1
chr18	23000000	chr18	37000000	1
chr18	36000000	chr18	37000000	1
chr18	37000000	chr18	37000000	1
chr2	29000000	chr2	37000000	2
chr2	37000000	chr2	37000000	1
chr20	37000000	chr20	37000000	2
chr3	33000000	chr3	37000000	1
chr5	31000000	chr5	37000000	1
chr5	37000000	chr5	37000000	1
chr6	37000000	chr6	37000000	2
chr8	37000000	chr8	37000000	1
chr1	34000000	chr1	38000000	2
chr14	38000000	chr14	38000000	2
chr15	38000000	chr15	38000000	1
chr17	37000000	chr17	38000000	1
chr19	37000000	chr19	38000000	2
chr19	38000000	chr19	38000000	1
chr2	37000000	chr2	38000000	1
chr2	38000000	chr2	38000000	1
chr20	37000000	chr20	38000000	2
chr3	14000000	chr3	38000000	1
chr4	37000000	chr4	38000000	1
chr4	38000000	chr4	38000000	1
chr5	38000000	chr5	38000000	1
chr7	38000000	chr7	38000000	1
chr8	32000000	chr8	38000000	1
chr8	38000000	chr8	38000000	2
chr9	38000000	chr9	38000000	1
chrX	37000000	chrX	38000000	3
chrX	38000000	chrX	38000000	1
chr1	39000000	chr1	39000000	1
chr11	38000000	chr11	39000000	1
chr12	26000000	chr12	39000000	1
chr12	39000000	chr12	39000000	1
chr14	39000000	chr14	39000000	1
chr18	39000000	chr18	39000000	1
chr19	39000000	chr19	39000000	1
chr2	39000000	chr2	39000000	2
chr20	5000000	chr20	39000000	1
chr20	38000000	chr20	39000000	1
chr20	39000000	chr20	39000000	1
chr21	39000000	chr21	39000000	1
chr3	38000000	chr3	39000000	1
chr3	39000000	chr3	39000000	1
chr5	36000000	chr5	39000000	1
chr5	39000000	chr5	39000000	6
chr7	25000000	chr7	39000000	1
chr12	40000000	chr12	40000000	1
chr13	40000000	chr13	40000000	1
chr15	39000000	chr15	40000000	1
chr18	40000000	chr18	40000000	1
chr19	40000000	chr19	40000000	1
chr2	37000000	chr2	40000000	2
chr20	7000000	chr20	40000000	1
chr21	40000000	chr21	40000000	1
chr22	38000000	chr22	40000000	1
chr4	38000000	chr4	40000000	2
chr5	39000000	chr5	40000000	1
chr5	40000000	chr5	40000000	8
chr6	39000000	chr6	40000000	3
chr7	40000000	chr7	40000000	1
chr8	29000000	chr8	40000000	1
chr8	32000000	chr8	40000000	1
chrX	40000000	chrX	40000000	1
chr1	41000000	chr1	41000000	1
chr11	40000000	chr11	41000000	1
chr11	41000000	chr11	41000000	1
chr12	41000000	chr12	41000000	1
chr14	40000000	chr14	41000000	1
chr15	41000000	chr15	41000000	1
chr17	40000000	chr17	41000000	1
chr18	38000000	chr18	41000000	2
chr2	41000000	chr2	41000000	2
chr20	41000000	chr20	41000000	1
chr22	40000000	chr22	41000000	1
chr22	41000000	chr22	41000000	2
chr3	37000000	chr3	41000000	1
chr5	39000000	chr5	41000000	2
chr5	40000000	chr5	41000000	1
chr8	40000000	chr8	41000000	1
chr8	41000000	chr8	41000000	1
chrX	40000000	chrX	41000000	3
chrX	41000000	chrX	41000000	1
chr1	41000000	chr1	42000000	1
chr1	42000000	chr1	42000000	1
chr12	40000000	chr12	42000000	1
chr12	42000000	chr12	42000000	1
chr14	40000000	chr14	42000000	1
chr15	41000000	chr15	42000000	3
chr17	42000000	chr17	42000000	3
chr18	41000000	chr18	42000000	2
chr2	38000000	chr2	42000000	1
chr20	41000000	chr20	42000000	1
chr21	36000000	chr21	42000000	1
chr21	41000000	chr21	42000000	2
chr3	40000000	chr3	42000000	1
chr5	41000000	chr5	42000000	1
chr5	42000000	chr5	42000000	1
chr6	41000000	chr6	42000000	1
chr8	29000000	chr8	42000000	1
chr8	41000000	chr8	42000000	1
chrX	41000000	chrX	42000000	2
chrX	42000000	chrX	42000000	1
chr1	41000000	chr1	43000000	1
chr1	42000000	chr1	43000000	2
chr1	43000000	chr1	43000000	1
chr11	43000000	chr11	43000000	1
chr12	43000000	chr12	43000000	2
chr13	43000000	chr13	43000000	1
chr15	42000000	chr15	43000000	1
chr15	43000000	chr15	43000000	2
chr18	2000000	chr18	43000000	1
chr2	43000000	chr2	43000000	2
chr20	30000000	chr20	43000000	1
chr20	41000000	chr20	43000000	1
chr20	43000000	chr20	43000000	2
chr3	43000000	chr3	43000000	2
chr5	7000000	chr5	43000000	1
chr5	11000000	chr5	43000000	1
chr5	43000000	chr5	43000000	1
chr8	34000000	chr8	43000000	1
chr8	42000000	chr8	43000000	4
chr1	43000000	chr1	44000000	1
chr1	44000000	chr1	44000000	1
chr10	42000000	chr10	44000000	1
chr12	44000000	chr12	44000000	1
chr13	43000000	chr13	44000000	1
chr13	44000000	chr13	44000000	1
chr14	42000000	chr14	44000000	2
chr14	44000000	chr14	44000000	2
chr15	42000000	chr15	44000000	1
chr15	43000000	chr15	44000000	2
chr15	44000000	chr15	44000000	2
chr18	43000000	chr18	44000000	1
chr20	44000000	chr20	44000000	1
chr22	43000000	chr22	44000000	1
chr3	40000000	chr3	44000000	2
chr3	43000000	chr3	44000000	1
chr7	44000000	chr7	44000000	1
chrX	43000000	chrX	44000000	1
chr1	7000000	chr1	45000000	2
chr11	45000000	chr11	45000000	2
chr13	42000000	chr13	45000000	1
chr15	44000000	chr15	45000000	1
chr15	45000000	chr15	45000000	1
chr18	20000000	chr18	45000000	1
chr18	44000000	chr18	45000000	1
chr18	45000000	chr18	45000000	1
chr19	45000000	chr19	45000000	1
chr20	44000000	chr20	45000000	1
chr21	45000000	chr21	45000000	2
chr3	45000000	chr3	45000000	1
chr5	45000000	chr5	45000000	2
chr7	45000000	chr7	45000000	1
chrX	44000000	chrX	45000000	4
chr11	46000000	chr11	46000000	1
chr13	46000000	chr13	46000000	3
chr14	45000000	chr14	46000000	1
chr14	46000000	chr14	46000000	1
chr16	46000000	chr16	46000000	2
chr18	45000000	chr18	46000000	3
chr19	45000000	chr19	46000000	1
chr19	46000000	chr19	46000000	2
chr2	45000000	chr2	46000000	1
chr20	46000000	chr20	46000000	1
chr22	45000000	chr22	46000000	1
chr22	46000000	chr22	46000000	2
chrX	46000000	chrX	46000000	2
chr1	47000000	chr1	47000000	2
chr11	47000000	chr11	47000000	1
chr12	46000000	chr12	47000000	2
chr12	47000000	chr12	47000000	3
chr13	40000000	chr13	47000000	1
chr13	46000000	chr13	47000000	2
chr15	47000000	chr15	47000000	1
chr16	47000000	chr16	47000000	3
chr3	45000000	chr3	47000000	1
chr6	47000000	chr6	47000000	1
chr7	46000000	chr7	47000000	1
chr7	47000000	chr7	47000000	1
chrX	47000000	chrX	47000000	2
chr1	48000000	chr1	48000000	2
chr11	30000000	chr11	48000000	1
chr11	47000000	chr11	48000000	1
chr13	47000000	chr13	48000000	1
chr14	48000000	chr14	48000000	1
chr15	45000000	chr15	48000000	2
chr15	47000000	chr15	48000000	1
chr15	48000000	chr15	48000000	1
chr16	47000000	chr16	48000000	1
chr18	45000000	chr18	48000000	2
chr18	48000000	chr18	48000000	2
chr20	48000000	chr20	48000000	1
